basin,region,subRegion,island,siteName,yearFishSurvey,siteFishSurvey,latitudeFishSurvey,longitudeFishSurvey,latitudeBMU,longitudeBMU,boundaryNumber,habitatFishSurvey,fxnGroup,species,density_ind_m2,biomass_g_m2,density_ind_PSU,biomass_kg_PSU,density_ind_ha,biomass_kg_ha
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6815,15.28295497,145.8027198,15.29061788,145.8094132,3,PAV,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6815,15.28295497,145.8027198,15.29061788,145.8094132,3,PAV,Scraper,,0.016976526,3.628240214,,,169.7652726,36.28240214
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6816,15.27518922,145.8297087,15.29061788,145.8094132,3,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6816,15.27518922,145.8297087,15.29061788,145.8094132,3,AGR,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6817,15.28644679,145.8200421,15.29061788,145.8094132,3,SAG,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6817,15.28644679,145.8200421,15.29061788,145.8094132,3,SAG,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6852,15.28129066,145.8006952,15.29061788,145.8094132,3,PAV,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6852,15.28129066,145.8006952,15.29061788,145.8094132,3,PAV,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6853,15.27665438,145.8273128,15.29061788,145.8094132,3,PAV,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6853,15.27665438,145.8273128,15.29061788,145.8094132,3,PAV,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6864,15.2756939,145.7935438,15.29061788,145.8094132,3,PAV,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6864,15.2756939,145.7935438,15.29061788,145.8094132,3,PAV,Scraper,,0.022635369,13.46436468,,,226.3536968,134.6436468
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6865,15.28706035,145.8158703,15.29061788,145.8094132,3,ROB,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2014,6865,15.28706035,145.8158703,15.29061788,145.8094132,3,ROB,Scraper,,0.039611896,4.74456007,,,396.1189694,47.4456007
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2017,10783,15.279149,145.79912,15.29061788,145.8094132,3,PAV,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2017,10783,15.279149,145.79912,15.29061788,145.8094132,3,PAV,Scraper,,0.005658842,0.402046093,,,56.58842421,4.020460926
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2017,10787,15.284082,145.824004,15.29061788,145.8094132,3,PAV,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2017,10787,15.284082,145.824004,15.29061788,145.8094132,3,PAV,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2017,10788,15.287882,145.814087,15.29061788,145.8094132,3,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2017,10788,15.287882,145.814087,15.29061788,145.8094132,3,AGR,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2017,10790,15.274841,145.792591,15.29061788,145.8094132,3,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-002,2017,10790,15.274841,145.792591,15.29061788,145.8094132,3,AGR,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6813,15.25500384,145.8120341,15.25866095,145.8156865,2,RRB,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6813,15.25500384,145.8120341,15.25866095,145.8156865,2,RRB,Scraper,,0.005658842,0.73418543,,,56.58842421,7.341854298
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6814,15.26122497,145.8288851,15.25866095,145.8156865,2,SAG,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6814,15.26122497,145.8288851,15.25866095,145.8156865,2,SAG,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6849,15.26883633,145.8319069,15.25866095,145.8156865,2,PAV,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6849,15.26883633,145.8319069,15.25866095,145.8156865,2,PAV,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6854,15.25957558,145.8176694,15.25866095,145.8156865,2,SAG,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6854,15.25957558,145.8176694,15.25866095,145.8156865,2,SAG,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6866,15.25671409,145.8146288,15.25866095,145.8156865,2,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6866,15.25671409,145.8146288,15.25866095,145.8156865,2,AGR,Scraper,,0.005658842,1.72499405,,,56.58842421,17.2499405
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6867,15.24793924,145.8100267,15.25866095,145.8156865,2,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6867,15.24793924,145.8100267,15.25866095,145.8156865,2,AGR,Scraper,,0.02546479,2.224989573,,,254.6479089,22.24989573
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6868,15.23508945,145.8029245,15.25866095,145.8156865,2,PAV,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2014,6868,15.23508945,145.8029245,15.25866095,145.8156865,2,PAV,Scraper,,0.045270738,16.06771465,,,452.7073936,160.6771465
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2017,10839,15.258623,145.821939,15.25866095,145.8156865,2,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2017,10839,15.258623,145.821939,15.25866095,145.8156865,2,AGR,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2017,10845,15.244006,145.809076,15.25866095,145.8156865,2,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2017,10845,15.244006,145.809076,15.25866095,145.8156865,2,AGR,Scraper,,0.011317684,3.00866099,,,113.1768484,30.0866099
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2022,39560,15.244746,145.809268,15.25866095,145.8156865,2,ROB,Excavator,,0.033953053,29.98657297,,,339.5305452,299.8657297
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2022,39560,15.244746,145.809268,15.25866095,145.8156865,2,ROB,Scraper,,0.059417843,21.88906561,,,594.1784542,218.8906561
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2022,39561,15.233967,145.80287,15.25866095,145.8156865,2,PAV,Excavator,,0.016976526,19.06810867,,,169.7652726,190.6810867
pacific,MARIAN,SAI,Saipan,OCC-SAI-005,2022,39561,15.233967,145.80287,15.25866095,145.8156865,2,PAV,Scraper,,0.022635368,24.47217803,,,226.3536968,244.7217803
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2014,6785,15.1039658,145.7268617,15.09785095,145.7433723,1,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2014,6785,15.1039658,145.7268617,15.09785095,145.7433723,1,AGR,Scraper,,0.02546479,4.321867649,,,254.6479089,43.21867649
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2014,6786,15.10417409,145.7333183,15.09785095,145.7433723,1,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2014,6786,15.10417409,145.7333183,15.09785095,145.7433723,1,AGR,Scraper,,0.016976527,2.617971524,,,169.7652726,26.17971524
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2014,6791,15.09768264,145.7428457,15.09785095,145.7433723,1,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2014,6791,15.09768264,145.7428457,15.09785095,145.7433723,1,AGR,Scraper,,0.022635369,2.461542946,,,226.3536968,24.61542946
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2014,6792,15.10564839,145.724804,15.09785095,145.7433723,1,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2014,6792,15.10564839,145.724804,15.09785095,145.7433723,1,AGR,Scraper,,0.011317684,2.463189084,,,113.1768484,24.63189084
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2017,11177,15.104186,145.731804,15.09785095,145.7433723,1,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2017,11177,15.104186,145.731804,15.09785095,145.7433723,1,AGR,Scraper,,0.031123632,1.857786313,,,311.2363331,18.57786312
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2022,38287,15.102978,145.728435,15.09785095,145.7433723,1,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2022,38287,15.102978,145.728435,15.09785095,145.7433723,1,AGR,Scraper,,0.005658842,0.619579224,,,56.58842421,6.195792236
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2022,38288,15.097198,145.744893,15.09785095,145.7433723,1,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2022,38288,15.097198,145.744893,15.09785095,145.7433723,1,AGR,Scraper,,0.016976526,1.493664062,,,169.7652726,14.93664061
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2022,38289,15.095998,145.743657,15.09785095,145.7433723,1,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2022,38289,15.095998,145.743657,15.09785095,145.7433723,1,AGR,Scraper,,0.005658842,0.879748675,,,56.58842421,8.797486745
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2022,39146,15.093753,145.751169,15.09785095,145.7433723,1,PAV,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2022,39146,15.093753,145.751169,15.09785095,145.7433723,1,PAV,Scraper,,0.033953053,13.18854409,,,339.5305452,131.8854409
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2022,39147,15.104809,145.709607,15.09785095,145.7433723,1,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-009,2022,39147,15.104809,145.709607,15.09785095,145.7433723,1,AGR,Scraper,,0.016976527,0.730264481,,,169.7652726,7.302644809
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2014,6833,15.17092246,145.693476,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2014,6833,15.17092246,145.693476,15.15644758,145.689702,5,AGR,Scraper,,0.005658842,0.279354515,,,56.58842421,2.793545149
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2014,6834,15.14310158,145.6807206,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2014,6834,15.14310158,145.6807206,15.15644758,145.689702,5,AGR,Scraper,,0.005658842,0.619579224,,,56.58842421,6.195792236
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2014,6835,15.15487312,145.6852728,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2014,6835,15.15487312,145.6852728,15.15644758,145.689702,5,AGR,Scraper,,0.02546479,1.607259393,,,254.6479089,16.07259393
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2014,6838,15.16202414,145.6931727,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2014,6838,15.16202414,145.6931727,15.15644758,145.689702,5,AGR,Scraper,,0.045270739,1.195087796,,,452.7073937,11.95087795
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2017,10801,15.151969,145.686615,15.15644758,145.689702,5,SCR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2017,10801,15.151969,145.686615,15.15644758,145.689702,5,SCR,Scraper,,0.042441318,1.093000236,,,424.4131816,10.93000236
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2017,10802,15.150637,145.694676,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2017,10802,15.150637,145.694676,15.15644758,145.689702,5,AGR,Scraper,,0.062247266,1.488140697,,,622.4726663,14.88140696
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2017,10811,15.163378,145.693832,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2017,10811,15.163378,145.693832,15.15644758,145.689702,5,AGR,Scraper,,0.070735529,4.220954882,,,707.3553026,42.20954882
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2017,11180,15.170245,145.695356,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2017,11180,15.170245,145.695356,15.15644758,145.689702,5,AGR,Scraper,,0.076394372,4.883075899,,,763.9437269,48.83075899
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2022,38308,15.165933,145.69254,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2022,38308,15.165933,145.69254,15.15644758,145.689702,5,AGR,Scraper,,0.02263537,1.98271666,,,226.3536968,19.8271666
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2022,38309,15.148115,145.694093,15.15644758,145.689702,5,RRB,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2022,38309,15.148115,145.694093,15.15644758,145.689702,5,RRB,Scraper,,0.045270739,1.224857032,,,452.7073937,12.24857032
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2022,39148,15.141153,145.684255,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2022,39148,15.141153,145.684255,15.15644758,145.689702,5,AGR,Scraper,,0.028294211,1.819155581,,,282.942121,18.19155581
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2022,39545,15.144991,145.693165,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2022,39545,15.144991,145.693165,15.15644758,145.689702,5,AGR,Scraper,,0.067906108,5.681848269,,,679.0610905,56.81848269
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2022,39546,15.169006,145.69491,15.15644758,145.689702,5,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-012,2022,39546,15.169006,145.69491,15.15644758,145.689702,5,AGR,Scraper,,0.084882636,4.963689405,,,848.8263631,49.63689405
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2014,6818,15.2698445,145.7851077,15.25719135,145.7667456,4,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2014,6818,15.2698445,145.7851077,15.25719135,145.7667456,4,AGR,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2014,6851,15.25542906,145.7594811,15.25719135,145.7667456,4,RRB,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2014,6851,15.25542906,145.7594811,15.25719135,145.7667456,4,RRB,Scraper,,0.005658842,2.187797246,,,56.58842421,21.87797246
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2014,6863,15.25660101,145.7355076,15.25719135,145.7667456,4,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2014,6863,15.25660101,145.7355076,15.25719135,145.7667456,4,AGR,Scraper,,0.011317685,1.550720647,,,113.1768484,15.50720647
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2017,10784,15.261174,145.775238,15.25719135,145.7667456,4,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2017,10784,15.261174,145.775238,15.25719135,145.7667456,4,AGR,Scraper,,0.008488263,0.705698505,,,84.88263632,7.056985042
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2017,10785,15.253637,145.759076,15.25719135,145.7667456,4,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2017,10785,15.253637,145.759076,15.25719135,145.7667456,4,AGR,Scraper,,0.011317684,1.076583126,,,113.1768484,10.76583126
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2017,10786,15.255774,145.747397,15.25719135,145.7667456,4,SCR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2017,10786,15.255774,145.747397,15.25719135,145.7667456,4,SCR,Scraper,,0.028294211,3.210351418,,,282.942121,32.10351418
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2017,10789,15.263476,145.778251,15.25719135,145.7667456,4,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2017,10789,15.263476,145.778251,15.25719135,145.7667456,4,AGR,Scraper,,0.042441318,7.252084188,,,424.4131815,72.52084187
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2022,38320,15.256412,145.739327,15.25719135,145.7667456,4,PAV,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2022,38320,15.256412,145.739327,15.25719135,145.7667456,4,PAV,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2022,38362,15.255716,145.730897,15.25719135,145.7667456,4,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2022,38362,15.255716,145.730897,15.25719135,145.7667456,4,AGR,Scraper,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2022,38363,15.253424,145.758243,15.25719135,145.7667456,4,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2022,38363,15.253424,145.758243,15.25719135,145.7667456,4,AGR,Scraper,,0.016976527,1.669647654,,,169.7652726,16.69647653
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2022,38364,15.256318,145.765165,15.25719135,145.7667456,4,AGR,Excavator,,0,0,,,0,0
pacific,MARIAN,SAI,Saipan,OCC-SAI-016,2022,38364,15.256318,145.765165,15.25719135,145.7667456,4,AGR,Scraper,,0.022635368,2.572723271,,,226.3536968,25.72723271
pacific,MHI,HAW,Hawaii,OCC-HAW-002,2019,12994,20.24141,-155.764613,20.26828,-155.8604,3,ROB,Excavator,,0.005658842,5.778374283,,,56.58842421,57.78374283
pacific,MHI,HAW,Hawaii,OCC-HAW-002,2019,12994,20.24141,-155.764613,20.26828,-155.8604,3,ROB,Scraper,,0.008488263,5.523563092,,,84.88263632,55.23563092
pacific,MHI,HAW,Hawaii,OCC-HAW-002,2019,12995,20.246613,-155.777357,20.26828,-155.8604,3,SAG,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,2019,12995,20.246613,-155.777357,20.26828,-155.8604,3,SAG,Scraper,,0.011317684,1.986443842,,,113.1768484,19.86443842
pacific,MHI,HAW,Hawaii,OCC-HAW-002,2019,13003,20.252542,-155.800695,20.26828,-155.8604,3,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,2019,13003,20.252542,-155.800695,20.26828,-155.8604,3,ROB,Scraper,,0.022635368,2.083009762,,,226.3536968,20.83009762
pacific,MHI,HAW,Hawaii,OCC-HAW-002,2019,13004,20.260587,-155.821472,20.26828,-155.8604,3,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,2019,13004,20.260587,-155.821472,20.26828,-155.8604,3,ROB,Scraper,,0.011317684,3.415796518,,,113.1768484,34.15796518
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5924,20.24326519,-155.7588726,20.26828,-155.8604,3,ROB,Excavator,,0.011317684,39.63547856,,,113.1768484,396.3547856
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5924,20.24326519,-155.7588726,20.26828,-155.8604,3,ROB,Scraper,,0.02263537,19.44616875,,,226.3536968,194.4616875
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5925,20.24433305,-155.7739823,20.26828,-155.8604,3,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5925,20.24433305,-155.7739823,20.26828,-155.8604,3,ROB,Scraper,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5926,20.24934433,-155.7970292,20.26828,-155.8604,3,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5926,20.24934433,-155.7970292,20.26828,-155.8604,3,ROB,Scraper,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5927,20.26168551,-155.8246959,20.26828,-155.8604,3,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5927,20.26168551,-155.8246959,20.26828,-155.8604,3,ROB,Scraper,,0.016976526,6.267294099,,,169.7652726,62.67294099
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5928,20.27029943,-155.8421885,20.26828,-155.8604,3,PAV,Excavator,,0.033953052,89.03881176,,,339.5305453,890.3881176
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5928,20.27029943,-155.8421885,20.26828,-155.8604,3,PAV,Scraper,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5931,20.25059533,-155.7924614,20.26828,-155.8604,3,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5931,20.25059533,-155.7924614,20.26828,-155.8604,3,ROB,Scraper,,0.022635368,14.11857075,,,226.3536968,141.1857075
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5932,20.25749448,-155.8038442,20.26828,-155.8604,3,ROB,Excavator,,0.011317684,11.55674857,,,113.1768484,115.5674857
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5932,20.25749448,-155.8038442,20.26828,-155.8604,3,ROB,Scraper,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5933,20.26759828,-155.8473238,20.26828,-155.8604,3,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5933,20.26759828,-155.8473238,20.26828,-155.8604,3,ROB,Scraper,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5934,20.24361681,-155.8899036,20.26828,-155.8604,3,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-002,,5934,20.24361681,-155.8899036,20.26828,-155.8604,3,ROB,Scraper,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,2016,9841,19.094083,-155.536128,19.06075,-155.55231,1,AGR,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,2016,9841,19.094083,-155.536128,19.06075,-155.55231,1,AGR,Scraper,,0.011317685,6.69227021,,,113.1768484,66.9227021
pacific,MHI,HAW,Hawaii,OCC-HAW-008,2016,9842,19.065545,-155.551831,19.06075,-155.55231,1,AGR,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,2016,9842,19.065545,-155.551831,19.06075,-155.55231,1,AGR,Scraper,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,2016,9843,19.028007,-155.564814,19.06075,-155.55231,1,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,2016,9843,19.028007,-155.564814,19.06075,-155.55231,1,ROB,Scraper,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,2016,9848,19.079331,-155.554422,19.06075,-155.55231,1,ROB,Excavator,,0.005658842,9.219766819,,,56.58842421,92.19766819
pacific,MHI,HAW,Hawaii,OCC-HAW-008,2016,9848,19.079331,-155.554422,19.06075,-155.55231,1,ROB,Scraper,,0.008488263,6.55826519,,,84.88263632,65.5826519
pacific,MHI,HAW,Hawaii,OCC-HAW-008,2016,9849,19.031586,-155.56104,19.06075,-155.55231,1,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,2016,9849,19.031586,-155.56104,19.06075,-155.55231,1,ROB,Scraper,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,,5990,19.08245567,-155.5452286,19.06075,-155.55231,1,AGR,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,,5990,19.08245567,-155.5452286,19.06075,-155.55231,1,AGR,Scraper,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,,5991,19.04885941,-155.5520371,19.06075,-155.55231,1,AGR,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,,5991,19.04885941,-155.5520371,19.06075,-155.55231,1,AGR,Scraper,,0.011317684,3.415796518,,,113.1768484,34.15796518
pacific,MHI,HAW,Hawaii,OCC-HAW-008,,5992,19.03911771,-155.5566665,19.06075,-155.55231,1,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,,5992,19.03911771,-155.5566665,19.06075,-155.55231,1,ROB,Scraper,,0.008488264,2.614738856,,,84.88263631,26.14738856
pacific,MHI,HAW,Hawaii,OCC-HAW-008,,5998,19.08267595,-155.5481138,19.06075,-155.55231,1,SCR,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,,5998,19.08267595,-155.5481138,19.06075,-155.55231,1,SCR,Scraper,,0.011317684,8.097600442,,,113.1768484,80.97600442
pacific,MHI,HAW,Hawaii,OCC-HAW-008,,5999,19.02496713,-155.5691274,19.06075,-155.55231,1,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-008,,5999,19.02496713,-155.5691274,19.06075,-155.55231,1,ROB,Scraper,,0.011317684,4.8585964,,,113.1768484,48.585964
pacific,MHI,HAW,Hawaii,OCC-HAW-010,2016,9895,19.277203,-155.892118,19.24432,-155.90024,4,ROB,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-010,2016,9895,19.277203,-155.892118,19.24432,-155.90024,4,ROB,Scraper,,0.048100161,13.01395911,,,481.0016057,130.1395911
pacific,MHI,HAW,Hawaii,OCC-HAW-010,2016,9903,19.253842,-155.900541,19.24432,-155.90024,4,AGR,Excavator,,0,0,,,0,0
pacific,MHI,HAW,Hawaii,OCC-HAW-010,2016,9903,19.253842,-155.900541,19.24432,-155.90024,4,AGR,Scraper,,0.02546479,5.726362034,,,254.6479089,57.26362034
